Address,Prices,Area,toFace,type,certificate,width,length,floors,road_front,Terrace,Parking
" Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 18,2 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,15m,,
" Đường Cao Xuân Huy, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,7 tỷ ", 78 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","17,3m",1,"5,5m",---,
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 57 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,2m",13m,2,"7,5m",,
" Đường Thích Phước Huệ, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,85 tỷ ", 87 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,5m",2,"5,5m",,
" Đường Trần Khát Chân, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 5,1 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"5,5m",,
" Đường Vũ Mộng Nguyên, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,2 tỷ ", 96 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"19,5m",2,"5,5m",,
" Đường Phạm Ngọc Thạch, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,45 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,15m,1,"5,5m",,
" Đường Tôn Thất Tùng, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 5,69 tỷ ", 58 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","12,8m",2,4m,,
" Đường Hoàng Xuân Nhị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"14,5m",3,"5,5m",,
" Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 14,5 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,9m",17m,7,12m,,
" Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 16,5 tỷ ", 107 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"21,4m",6,"7,5m",,
" Đường Nước Mặn 2, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,4 tỷ ", 95 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,2,"7,5m",,
" Đường Hàm Tử, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,2 tỷ ", 68 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,"9,8m",3,"7,5m",,
" Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 8,7 tỷ ", 53 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,3m",13m,3,"5,5m",,
" Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 13 tỷ , 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,2,"10,5m",,
" Đường Trần Quang Diệu, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 25 tỷ , 190 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"14,6m",13m,3,"10,5m",,
" Đường Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 17 tỷ , 93 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,23m,3,"10,5m",,
" Đường Nguyễn Hoàng, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 11,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","17,6m",4,"5,5m",,
" Đường Tôn Quang Phiệt, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,6 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,3,"7,5m",,
" Đường Ngô Quyền, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 63 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,"15,7m",3,33m,,
" Đường Mỹ Đa Tây 10, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,6 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,1,"5,5m",,
" Đường Vũ Ngọc Phan, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 6,3 tỷ ", 97 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"19,5m",3,"7,5m",,
" Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 1,75 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,15m,,
" Đường Hồ Nguyên Trừng, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,3 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,3,"7,5m",,
" Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,3,"5,5m",,
" Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 73 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,2m",14m,1,"7,5m",,
" Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 16,5 tỷ ", 171 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"8,1m","20,9m",1,"5,5m",---,
" Đường Trương Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,2 tỷ ", 66 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,13m,1,"7,6m",---,---
" Đường Tân Thái 5, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng", 4 tỷ , 75 m2,_,Nhà mặt tiền,---,5m,---,1,4m,---,---
" Đường Nguyễn Bỉnh Khiêm, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 5,8 tỷ ", 66 m2,_,Nhà mặt tiền,---,"5,2m",---,2,"5,5m",---,---
" Đường An Cư 4, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,59 tỷ ", 67 m2,_,Nhà mặt tiền,---,"4,5m",---,1,"5,5m",---,---
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,5 tỷ ", 60 m2,_,Nhà mặt tiền,---,5m,12m,5,"5,5m",---,---
" Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,---,3,"5,5m",---,---
" Đường Đinh Thị Hòa, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 12,3 tỷ ", 98 m2,_,Nhà mặt tiền,---,"5,52m",---,6,"7,5m",---,---
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 9 tỷ , 120 m2,_,Nhà mặt tiền,---,5m,24m,3,40m,---,---
" Đường An Trung, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 3,59 tỷ ", 55 m2,_,Nhà mặt tiền,---,"4,8m",---,1,4m,---,---
" Đường Lý Đạo Thành, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,---,2,"7,5m",---,---
" Đường Dương Khuê, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 12 tỷ , 99 m2,_,Nhà mặt tiền,---,5m,---,6,"10,m",---,---
" Đường Ngô Quyền, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng", 4 tỷ , 43 m2,_,Nhà mặt tiền,---,7m,6m,1,30m,---,---
" Đường Trần Văn Thành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,99 tỷ ", 78 m2,_,Nhà mặt tiền,---,"7,58m",---,3,6m,---,---
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,5 tỷ ", 100 m2,_,Nhà mặt tiền,---,"4,5m","22,1m",2,30m,---,---
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,499 tỷ ", 60 m2,_,Nhà mặt tiền,---,5m,12m,4,"5,5m",---,
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 58 m2,_,Nhà mặt tiền,---,"4,5m",---,1,"5,5m",---,---
" Đường Ông Ích Khiêm, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,55 tỷ ", 52 m2,_,Nhà trong hẻm,---,4m,---,2,2m,---,---
" Đường Bùi Tá Hán, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,5 tỷ ", 60 m2,_,Nhà trong hẻm,---,"3,5m",---,2,"4,5m",---,---
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 2,9 tỷ ", 42 m2,_,Nhà trong hẻm,---,"3,1m",---,3,"2,5m",---,---
" Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,1 tỷ ", 60 m2,_,Nhà trong hẻm,---,5m,12m,1,5m,---,---
" Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,95 tỷ ", 49 m2,_,Nhà trong hẻm,---,"3,4m",---,3,"2,5m",---,---
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,75 tỷ ", 50 m2,_,Nhà trong hẻm,---,"6,7m",---,3,"3,5m",---,---
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 67 m2,_,Nhà trong hẻm,---,4m,---,2,"3,5m",---,---
" Đường Lê Đình Thám, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 1,68 tỷ ", 30 m2,_,Nhà trong hẻm,---,"5,6m",---,2,"2,5m",---,---
" Đường Cô Giang, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 2,55 tỷ ", 35 m2,_,Nhà trong hẻm,---,4m,---,3,"2,5m",---,---
" Đường Cô Giang, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 2,55 tỷ ", 35 m2,_,Nhà trong hẻm,---,4m,---,3,"2,5m",---,---
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 50 m2,_,Nhà trong hẻm,---,"5,4m",9m,3,4m,---,---
" Đường Ông Ích Khiêm, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 4,75 tỷ ", 55 m2,_,Nhà trong hẻm,---,"4,5m",---,4,4m,---,---
" Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 6,3 tỷ ", 85 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,1,"7,5m",---,
" Đường Trần Thái Tông, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 7,3 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,7m,,
" Đường Cẩm Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,5 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,7m,,
" Đường Mai Thúc Lân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 18 tỷ , 150 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,25m,3,10m,,
" Đường Cẩm Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,1 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,7m,,
" Đường Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 10,9 tỷ ", 60 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,15m,4,7m,,
" Đường Nguyễn Địa Lô, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,8 tỷ ", 80 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,20m,2,7m,,
" Đường Khúc Hạo, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 8 tỷ , 100 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,10m,,
" Đường An Hải 20, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 6,4 tỷ ", 85 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3,"7,5m",,
" Đường Cẩm Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,6 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,5m,,
" Đường Nguyễn Khánh Toàn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,75 tỷ ", 125 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,1,"7,5m",---,
" Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 12,9 tỷ ", 120 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,18m,3,"7,5m",,
" Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,7 tỷ ", 90 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3,"7,5m",,
" Đường Cẩm Bắc, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,5 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,2,5m,,---
" Đường Mai Thúc Lân, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", 18 tỷ , 147 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,21m,2,10m,,
" Đường Tú Quỳ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,55 tỷ ", 100 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"7,5m",,
" Đường Võ Quảng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,35 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"7,5m",,
" Đường Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,2 tỷ ", 90 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,3,10m,,
" Đường Lương Định Của, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 9,2 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,10m,,
" Đường Lương Định Của, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 13,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,7,10m,,
" Đường An Nhơn 4, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 7,4 tỷ ", 64 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,4,"7,5m",,
" Đường Phan Châu Trinh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 23,2 tỷ ", 150 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,30m,6,10m,,
" Đường Hòa An 5, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,75 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,100m,3,"7,5m",,
" Đường Tống Phước Phổ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 8,8 tỷ ", 90 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,4,"7,5m",,
" Đường Huỳnh Thúc Kháng, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 14,2 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"18,2m",2,"7,5m",,---
" Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng", 15 tỷ , 115 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,15m,3,7m,,
" Đường Phan Bôi, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 8,2 tỷ ", 80 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","17,6m",4,"7,5m",---,---
" Đường Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,6 tỷ ", 80 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3,"5,5m",,
" Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 17 tỷ , 147 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,21m,2,10m,,
" Đường Mai Am, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 8,4 tỷ ", 105 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,15m,3,"7,5m",,
" Đường Bàu Cầu 15, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 2,65 tỷ ", 90 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,---
" Đường Cẩm Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 75 m2,Đông,Nhà mặt tiền,---,5m,15m,2,7m,,
" Đường Hàn Thuyên, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 8,6 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,7m,,
" Đường Hóa Sơn 2, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,7 tỷ ", 60 m2,Đông,Nhà mặt tiền,---,4m,15m,2,7m,,
" Đường Trần Tấn Mới, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 5,4 tỷ ", 103 m2,Tây,Nhà mặt tiền,---,"4,5m",23m,2,7m,,
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 50 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,10m,3,6m,,---
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,85 tỷ ", 90 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",20m,2,5m,,
" Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 86 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m",20m,2,"7,5m",,
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,85 tỷ ", 100 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,2,5m,,
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,3 tỷ ", 98 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,19m,2,4m,,
" Đường Hùng Vương, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 51 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,2m",16m,2,"2,5m",,---
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,1 tỷ ", 60 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,2,3m,,
" Đường Hoàng Diệu, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 4,25 tỷ ", 90 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,10m,3,3m,,---
" Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 4,55 tỷ ", 90 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,10m,3,3m,---,---
" Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 6 tỷ , 80 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,20m,3,"7,5m",,
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 80 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,20m,3,"7,5m",,
" Đường Đặng Thai Mai, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,2,3m,,---
" Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,2 tỷ ", 36 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,6m",10m,2,3m,,---
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 55 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,3,5m,,---
" Đường Dũng Sĩ Thanh Khê, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 2,6 tỷ ", 75 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,2,3m,,---
" Đường Hoàng Diệu, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 70 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",16m,3,5m,,---
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,15 tỷ ", 80 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,20m,2,4m,,---
" Đường Âu Cơ, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng"," 2,85 tỷ ", 132 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,22m,1,3m,---,---
" Đường Phan Chu Trinh, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 3,7 tỷ ", 45 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,9m,3,3m,,---
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 75 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,75m,2,3m,,---
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng", 3 tỷ , 100 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,2,3m,---,
" Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,3 tỷ ", 90 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,15m,2,3m,---,---
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 90 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,18m,1,4m,,
" Đường Châu Thượng Văn, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,8 tỷ ", 55 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,3,3m,,---
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 45 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,9m,3,3m,,---
" Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 2,6 tỷ ", 60 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,2,3m,,---
" Đường Nguyễn Trung Trực, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,6 tỷ ", 90 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,18m,3,3m,,---
" Đường Nam Cao, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 3,35 tỷ ", 150 m2,Đông Nam,Nhà trong hẻm,---,5m,30m,1,5m,---,
" Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,6 tỷ ", 64 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,16m,3,3m,,---
" Đường Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,3 tỷ ", 52 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",15m,2,5m,,
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 4,05 tỷ ", 75 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",17m,2,4m,,---
" Đường Phan Châu Trinh, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 60 m2,Đông Nam,Nhà trong hẻm,---,5m,12m,2,3m,,---
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 4,55 tỷ ", 90 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,15m,2,3m,,
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 70 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,4,3m,,---
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng", 4 tỷ , 75 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,3,3m,,---
" Đường Trường Chinh, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 52 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,4m",15m,4,3m,,
