Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Trần Nhân Tông, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 96 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,7 tỷ ", 70 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường An Nhơn 8, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,7 tỷ ", 86 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường An Thượng 16, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,7 tỷ ", 64 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nại Tú 1, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,4 tỷ ", 53 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 18,2 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,5 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5
" Đường Trần Văn Thành, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,99 tỷ ", 78 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 6,2 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Cơ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 52 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 43 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 4,25 tỷ ", 52 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,75 tỷ ", 69 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Ông Ích Khiêm, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,75 tỷ ", 52 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,45 tỷ ", 68 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Duẩn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 79 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hồ Xuân Hương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,45 tỷ ", 68 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Đặng Vũ Hỷ, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 5,2 tỷ ", 82 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 1,59 tỷ ", 30 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,35 tỷ ", 97 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Hoàng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 1,85 tỷ ", 27 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 2,89 tỷ ", 44 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lý Thái Tổ, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 2,59 tỷ ", 50 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,6 tỷ ", 65 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,89 tỷ ", 50 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 68 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Ông Ích Khiêm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 3,05 tỷ ", 65 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 80 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,7 tỷ ", 61 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hải Phòng, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 3,45 tỷ ", 46 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 52 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,9 tỷ ", 65 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Đoàn Thị Điểm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 1,99 tỷ ", 30 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Bùi Hữu Nghĩa, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 5,2 tỷ ", 66 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,35 tỷ ", 35 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 1,95 tỷ ", 45 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Phan Châu Trinh, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,39 tỷ ", 58 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,45 tỷ ", 50 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Thái Thị Bôi, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,13 tỷ ", 86 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Trưng Nữ Vương, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,9 tỷ ", 58 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Thái Phiên, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 8,3 tỷ ", 83 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,45 tỷ ", 55 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 2,87 tỷ ", 40 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,85 tỷ ", 62 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 2,58 tỷ ", 53 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,3 tỷ ", 110 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,07 tỷ ", 43 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 62 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,95 tỷ ", 49 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,3 tỷ ", 67 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 45 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,2 tỷ ", 55 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 71 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,85 tỷ ", 50 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Trần Duy Chiến, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 2,4 tỷ ", 84 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,35 tỷ ", 53 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Hoàng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 3,2 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Văn Linh, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,1 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lê Cơ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 70 triệu / m2  , 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường An Thượng 37, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,9 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 7 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Nguyễn Văn Linh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 3,2 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Huỳnh Thúc Kháng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,15 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,1
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 200 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,15 tỷ ", 380 m2,_,Nhà trong hẻm,---,---,---,2
" Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 81 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 58 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Hưng Hóa, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,7 tỷ ", 65 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hồ Biểu Chánh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,9 tỷ ", 65 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4
" Đường Ca Văn Thỉnh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,5 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,6 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,1 tỷ ", 170 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,4
" Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,19 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,5
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 62 triệu / m2  , 99 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Mỹ Đa Đông 8, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,2 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,1 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 4 tỷ , 82 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,6 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4
" Đường Mỹ Đa Đông 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,35 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5
" Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,68 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,7 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,65 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Phạm Xuân Ẩn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,95 tỷ ", 270 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Xiển, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,55 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,6
" Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,55 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường An Thượng 17, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 5 tỷ , 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng", 5 tỷ , 244 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,1 tỷ ", 220 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Phước Lan, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,4 tỷ ", 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Lê Văn Tâm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,3 tỷ ", 90 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,1
" Đường Hóa Mỹ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,45 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,15 tỷ ", 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,3 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 5 tỷ , 186 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Trần Đức Thảo, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,15 tỷ ", 120 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Ca Văn Thỉnh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 95 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Hà Bổng, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 59 triệu / m2  , 97 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Phan Chu Trinh, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 2,15 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Tri Phương, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,15 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Tạ Hiện, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,5 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hóa Mỹ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,65 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,1
" Đường Hồ Nguyên Trừng, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,65 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,1
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng", 4 tỷ , 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Đình Lý, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,15 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Phan Chu Trinh, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,8 tỷ ", 96 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",---,3
" Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 6 tỷ , 220 m2,_,Nhà mặt tiền,---,---,---,3
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 4,15 tỷ ", 66 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,1 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 6 tỷ , 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5
" Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,8 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Trưng Nữ Vương, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 3,1 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,5m",---,2
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,8 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Khuê Mỹ Đông 15, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 15 tỷ , 102 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,17m,6
" Đường Hoàng Hoa Thám, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 1,35 tỷ ", 32 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Duẩn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 75 tỷ , 215 m2,_,Nhà mặt tiền,---,10m,22m,1
" Đường Thái Phiên, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 12 tỷ , 40 m2,_,Nhà mặt tiền,---,6m,9m,5
" Đường 2/9, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 42,5 tỷ ", 182 m2,_,Nhà mặt tiền,---,9m,20m,1
" Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng", 35 tỷ , 85 m2,_,Nhà mặt tiền,---,9m,9m,3
" Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng", 320 triệu / m2  , 745 m2,_,Nhà mặt tiền,---,"18,5m",60m,3
" Đường Lê Duẩn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 27 tỷ , 100 m2,_,Nhà mặt tiền,---,"4,6m",20m,4
" Đường Lý Thường Kiệt, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 51 tỷ , 241 m2,_,Nhà mặt tiền,---,18m,17m,4
" Đường Nguyễn Văn Linh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 29,9 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,16m,1
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 29,9 tỷ ", 105 m2,_,Nhà mặt tiền,---,5m,21m,5
" Đường Nguyễn Văn Linh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng", 75 tỷ , 210 m2,_,Nhà mặt tiền,---,9m,22m,3
" Đường Hàm Nghi, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng", 54 tỷ , 207 m2,_,Nhà mặt tiền,---,9m,23m,5
" Đường Nguyễn Thái Học, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 30,5 tỷ ", 110 m2,_,Nhà mặt tiền,---,5m,21m,4
" Đường Hàm Nghi, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 14,5 tỷ ", 60 m2,_,Nhà mặt tiền,---,"4,3m",14m,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 27,5 tỷ ", 219 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"8,5m",26m,4
" Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,95 tỷ ", 107 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"21,5m",2
" Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,5 tỷ ", 105 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"21,5m",3
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 12,5 tỷ ", 81 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,3
" Đường Thanh Lương 15, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,1 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
